216, 2
217, 2
218, 2
219, 2
220, 1
221, 2
222, 2
223, 2
224, 2
225, 2
226, 2
227, 1
228, 2
229, 2
230, 2
231, 2
232, 2
233, 2
234, 2
235, 2
236, 2
237, 2
238, 2
239, 2
240, 2
241, 2
242, 2
243, 2
244, 2
245, 2
246, 2
247, 2
248, 2
249, 2
250, 2
251, 2
252, 2
253, 2
254, 1
255, 1
256, 2
257, 2
258, 2
259, 2
260, 2
261, 2
262, 2
263, 2
264, 2
265, 2
266, 2
267, 2
268, 2
269, 2
270, 2
271, 2
272, 2
273, 2
274, 2
275, 2
276, 2
277, 2
278, 2
279, 2
280, 2
281, 2
282, 2
283, 2
284, 2
285, 2
286, 2
287, 2
288, 2
289, 2
290, 2
291, 2
292, 2
293, 2
294, 2
295, 2
296, 2
297, 2
298, 2
299, 2
300, 2
301, 2
302, 2
303, 2
304, 1
305, 2
306, 2
307, 2
308, 2
309, 1
310, 1
311, 1
312, 2
313, 2
314, 2
315, 2
316, 2
317, 2
318, 2
319, 1
320, 1
321, 1
322, 1
323, 2
324, 2
325, 2
326, 2
327, 2
328, 2
329, 2
330, 2
331, 1
332, 1
333, 2
334, 2
335, 1
336, 2
337, 1
338, 1
339, 1
340, 1
341, 1
342, 2
343, 2
344, 2
345, 2
346, 2
347, 2
348, 2
349, 2
350, 2
351, 2
352, 2
353, 2
354, 2
355, 2
356, 2
357, 2
358, 2
359, 2
360, 1
361, 2
362, 1
363, 2
364, 1
365, 2
366, 2
367, 2
368, 2
369, 2
370, 2
371, 2
372, 1
373, 2
374, 2
375, 2
376, 2
377, 2
378, 1
379, 1
380, 1
381, 1
382, 2
383, 2
384, 2
385, 2
386, 2
387, 2
388, 2
389, 2
390, 2
391, 2
392, 2
393, 1
394, 2
395, 2
396, 2
397, 2
398, 2
399, 2
400, 2
401, 2
402, 2
403, 2
404, 2
405, 2
406, 1
407, 1
408, 1
409, 1
410, 2
411, 2
412, 2
413, 2
414, 2
415, 2
416, 2
417, 2
418, 2
419, 2
420, 2
421, 2
422, 2
423, 2
424, 2
425, 2
426, 2
427, 2
428, 2
429, 1
430, 2
431, 1
432, 1
433, 1
434, 1
435, 1
436, 2
437, 2
438, 2
439, 2
440, 2
441, 2
442, 2
443, 1
444, 1
445, 1
446, 2
447, 1
448, 1
449, 2
450, 1
451, 1
452, 1
453, 2
454, 2
455, 2
456, 2
457, 2
458, 2
459, 2
460, 2
461, 2
462, 2
463, 2
464, 2
465, 2
466, 2
467, 1
468, 1
469, 1
470, 2
471, 2
472, 2
473, 2
474, 2
475, 2
476, 1
477, 2
478, 2
479, 2
480, 2
481, 1
482, 1
483, 2
484, 2
485, 1
486, 2
487, 2
488, 2
489, 2
490, 2
491, 2
492, 2
493, 2
494, 1
495, 2
496, 2
497, 2
498, 2
499, 2
500, 2
501, 2
502, 2
503, 1
504, 2
505, 2
506, 1
507, 1
508, 1
509, 1
510, 1
511, 1
512, 1
513, 1
514, 1
515, 2
516, 2
517, 2
518, 2
519, 2
520, 2
521, 2
522, 2
523, 2
524, 1
525, 1
526, 2
527, 2
528, 2
529, 2
530, 2
531, 2
532, 1
533, 2
534, 2
535, 2
536, 2
537, 2
538, 2
539, 2
540, 2
541, 2
542, 2
543, 2
544, 2
545, 2
546, 2
547, 2
548, 2
549, 2
550, 2
551, 2
552, 2
553, 2
554, 1
555, 2
556, 2
557, 2
558, 1
559, 2
560, 2
561, 2
562, 2
563, 2
564, 2
565, 2
566, 1
567, 1
568, 2
569, 2
570, 2
571, 2
572, 2
573, 2
574, 1
575, 1
576, 1
577, 2
578, 1
579, 1
580, 1
581, 2
582, 2
583, 2
584, 2
585, 2
586, 2
587, 2
588, 2
589, 2
590, 2
591, 2
592, 2
593, 2
594, 2
595, 2
596, 2
597, 2
598, 2
599, 2
600, 1
601, 1
602, 1
603, 2
604, 1
605, 1
606, 1
607, 2
608, 2
609, 2
610, 1
611, 1
612, 1
613, 1
614, 1
615, 2
616, 2
617, 1
618, 2
619, 2
620, 2
621, 2
622, 2
623, 2
624, 2
625, 1
626, 1
627, 1
628, 1
629, 1
630, 1
631, 1
632, 1
633, 2
634, 2
635, 2
636, 2
637, 1
638, 1
639, 1
640, 2
641, 2
642, 2
643, 2
644, 2
645, 2
646, 2
647, 2
648, 2
649, 2
650, 2
651, 2
652, 2
653, 2
654, 2
655, 2
656, 2
657, 2
658, 1
659, 2
660, 2
661, 1
662, 2
663, 2
664, 1
665, 1
666, 2
667, 1
668, 2
669, 2
670, 2
671, 2
672, 2
673, 2
674, 2
675, 2
676, 2
677, 2
678, 2
679, 2
680, 2
681, 2
682, 2
683, 2
684, 2
685, 2
686, 1
687, 1
688, 1
689, 2
690, 2
691, 2
692, 2
693, 2
694, 2
695, 1
696, 1
697, 2
698, 2
699, 2
700, 2
701, 2
702, 2
703, 2
704, 2
705, 2
706, 2
707, 2
708, 2
709, 2
710, 2
711, 2
712, 2
713, 2
714, 2
715, 2
716, 1
717, 1
718, 1
719, 1
720, 2
721, 1
722, 2
723, 2
724, 2
725, 2
726, 2
727, 2
728, 2
729, 2
730, 1
731, 2
732, 2
733, 2
734, 2
735, 2
736, 2
737, 2
738, 2
739, 1
740, 2
741, 1
742, 1
743, 2
744, 2
745, 2
746, 1
747, 2
748, 2
749, 2
750, 2
751, 1
752, 1
753, 2
754, 2
755, 2
756, 1
757, 2
758, 2
759, 2
760, 2
761, 2
762, 2
763, 2
764, 2
765, 2
766, 2
767, 2
768, 2
769, 2
770, 2
771, 2
772, 2
773, 2
774, 2
775, 2
776, 2
777, 2
778, 2
779, 2
780, 2
781, 2
782, 1
783, 1
784, 2
785, 2
786, 2
787, 2
788, 1
789, 2
790, 2
791, 2
792, 2
793, 2
794, 1
795, 2
796, 2
797, 2
798, 2
799, 2
800, 2
801, 2
802, 1
803, 1
804, 2
805, 2
806, 2
807, 2
808, 2
809, 2
810, 2
811, 1
812, 1
813, 2
814, 2
815, 2
816, 2
817, 2
818, 1
819, 1
820, 1
821, 2
822, 1
823, 1
824, 1
825, 2
826, 2
827, 2
828, 1
829, 1
830, 2
831, 1
832, 2
833, 1
834, 1
835, 1
836, 2
837, 2
838, 2
839, 2
840, 1
841, 1
842, 1
843, 2
844, 1
845, 1
846, 1
847, 1
848, 2
849, 2
850, 2
851, 2
852, 1
853, 1
854, 2
855, 2
856, 2
857, 2
858, 2
859, 2
860, 2
861, 2
862, 2
863, 2
864, 2
865, 2
866, 2
867, 2
868, 1
869, 1
870, 2
871, 2
872, 2
873, 2
874, 2
875, 2
876, 1
877, 1
878, 2
879, 1
880, 1
881, 1
882, 1
883, 2
884, 2
885, 1
886, 2
887, 2
888, 2
889, 2
890, 2
891, 2
892, 2
893, 2
894, 1
895, 1
896, 2
897, 1
898, 1
899, 1
900, 1
901, 2
902, 2
903, 1
904, 1
905, 1
906, 2
907, 1
908, 2
909, 2
910, 1
911, 1
912, 1
913, 1
914, 1
915, 1
916, 1
917, 1
918, 2
919, 2
920, 2
921, 2
922, 2
923, 2
924, 2
925, 1
926, 2
927, 2
928, 2
929, 2
930, 2
931, 2
932, 2
933, 2
934, 2
935, 2
936, 2
937, 2
938, 2
939, 1
940, 2
941, 2
942, 2
943, 2
944, 1
945, 1
946, 1
947, 2
948, 2
949, 2
950, 1
951, 1
952, 1
953, 1
954, 1
955, 2
956, 2
957, 2
958, 2
959, 2
960, 1
961, 2
962, 2
963, 2
964, 2
965, 2
966, 2
967, 2
968, 2
969, 2
970, 2
971, 2
972, 2
973, 2
974, 1
975, 2
976, 2
977, 1
978, 1
979, 1
980, 2
981, 2
982, 1
983, 2
984, 2
985, 2
986, 1
987, 1
988, 1
989, 2
990, 2
991, 2
992, 2
993, 2
994, 2
995, 2
996, 2
997, 1
998, 1
999, 2
1000, 2
1001, 1
1002, 2
1003, 2
1004, 2
1005, 2
1006, 2
1007, 1
1008, 1
1009, 1
1010, 2
1011, 1
1012, 2
1013, 2
1014, 2
1015, 1
1016, 2
1017, 2
1018, 2
1019, 2
1020, 2
1021, 2
1022, 2
1023, 1
1024, 1
1025, 2
1026, 2
1027, 2
1028, 2
1029, 2
1030, 2
1031, 1
1032, 2
1033, 2
1034, 2
1035, 2
1036, 2
1037, 2
1038, 2
1039, 2
1040, 2
1041, 2
1042, 2
1043, 2
1044, 2
1045, 2
1046, 2
1047, 1
1048, 2
1049, 2
1050, 2
1051, 2
1052, 1
1053, 2
1054, 2
1055, 2
1056, 2
1057, 2
1058, 2
1059, 2
1060, 2
1061, 2
1062, 2
1063, 2
1064, 2
1065, 2
1066, 1
1067, 1
1068, 2
1069, 2
1070, 2
1071, 2
1072, 2
1073, 2
1074, 2
1075, 2
1076, 2
1077, 2
1078, 2
1079, 2
1080, 1
1081, 2
1082, 1
1083, 1
1084, 1
1085, 2
1086, 1
1087, 1
1088, 2
1089, 2
1090, 2
1091, 1
1092, 1
1093, 2
1094, 2
1095, 2
1096, 2
1097, 2
1098, 2
1099, 2
1100, 2
1101, 2
1102, 2
1103, 2
1104, 2
1105, 2
1106, 2
1107, 2
1108, 2
1109, 2
1110, 2
1111, 2
1112, 2
1113, 2
1114, 2
1115, 1
1116, 1
1117, 1
1118, 1
1119, 2
1120, 2
1121, 2
1122, 2
1123, 2
1124, 2
1125, 2
1126, 2
1127, 2
1128, 2
1129, 2
1130, 2
1131, 2
1132, 2
1133, 2
1134, 2
1135, 2
1136, 2
1137, 2
1138, 2
1139, 1
1140, 2
1141, 2
1142, 2
1143, 2
1144, 2
1145, 2
1146, 2
1147, 2
1148, 2
1149, 2
1150, 2
1151, 2
1152, 2
1153, 2
1154, 2
1155, 2
1156, 2
1157, 2
1158, 2
1159, 1
1160, 2
1161, 2
1162, 2
1163, 2
1164, 2
1165, 2
1166, 1
1167, 2
1168, 2
1169, 2
1170, 2
1171, 1
1172, 1
1173, 1
1174, 2
1175, 2
1176, 2
1177, 2
1178, 2
1179, 1
1180, 2
1181, 1
1182, 1
1183, 2
1184, 2
1185, 2
1186, 2
1187, 1
1188, 1
1189, 2
1190, 2
1191, 1
1192, 1
1193, 2
1194, 2
1195, 1
1196, 1
1197, 1
1198, 2
1199, 2
1200, 2
1201, 2
1202, 2
1203, 2
1204, 2
1205, 1
1206, 1
1207, 1
1208, 1
1209, 2
1210, 1
1211, 2
1212, 2
1213, 1
1214, 1
1215, 1
1216, 1
1217, 2
1218, 1
1219, 1
1220, 1
1221, 1
1222, 1
1223, 1
1224, 1
1225, 2
1226, 2
1227, 1
1228, 2
1229, 1
1230, 1
1231, 1
1232, 1
1233, 2
1234, 2
1235, 1
1236, 2
1237, 2
1238, 2
1239, 2
1240, 2
1241, 2
1242, 2
1243, 2
1244, 2
1245, 2
1246, 1
1247, 2
1248, 2
1249, 2
1250, 2
1251, 2
1252, 2
1253, 1
1254, 2
1255, 2
1256, 2
1257, 2
1258, 2
1259, 2
1260, 2
1261, 2
1262, 2
1263, 2
1264, 2
1265, 2
1266, 2
1267, 2
1268, 2
1269, 2
1270, 2
1271, 2
1272, 2
1273, 2
1274, 2
1275, 2
1276, 2
1277, 2
1278, 2
1279, 2
1280, 2
1281, 2
1282, 2
1283, 2
1284, 2
1285, 2
1286, 2
1287, 2
1288, 2
1289, 2
1290, 2
1291, 2
1292, 2
1293, 2
1294, 2
1295, 2
1296, 2
1297, 2
1298, 2
1299, 2
1300, 2
1301, 2
1302, 2
1303, 2
1304, 2
1305, 2
1306, 2
1307, 2
1308, 2
1309, 2
1310, 2
1311, 2
1312, 2
1313, 2
1314, 2
1315, 2
1316, 2
1317, 2
1318, 2
1319, 2
1320, 2
1321, 2
1322, 2
1323, 2
1324, 2
1325, 2
1326, 2
1327, 2
1328, 2
1329, 2
1330, 2
1331, 2
1332, 2
1333, 2
1334, 2
1335, 2
1336, 2
1337, 2
1338, 2
1339, 2
1340, 2
1341, 2
1342, 2
1343, 2
1344, 2
1345, 2
1346, 2
1347, 2
1348, 2
1349, 2
1350, 2
1351, 2
1352, 2
1353, 2
1354, 2
1355, 2
1356, 2
1357, 2
1358, 2
1359, 2
1360, 2
1361, 2
1362, 2
1363, 2
1364, 2
1365, 2
1366, 2
1367, 2
1368, 2
1369, 2
1370, 2
1371, 1
1372, 2
1373, 2
1374, 2
1375, 2
1376, 2
1377, 2
1378, 2
1379, 2
1380, 2
1381, 1
1382, 2
1383, 2
1384, 2
1385, 2
1386, 2
1387, 2
1388, 2
1389, 2
1390, 2
1391, 2
1392, 2
1393, 2
1394, 2
1395, 2
1396, 2
1397, 2
1398, 2
1399, 2
1400, 2
1401, 2
1402, 2
1403, 2
1404, 2
1405, 2
1406, 2
1407, 1
1408, 2
1409, 2
1410, 2
1411, 2
1412, 2
1413, 2
1414, 2
1415, 2
1416, 2
1417, 2
1418, 2
1419, 2
1420, 2
1421, 2
1422, 2
1423, 2
1424, 2
1425, 1
1426, 2
1427, 2
1428, 2
1429, 2
1430, 2
1431, 2
1432, 2
1433, 2
1434, 2
1435, 2
1436, 2
1437, 2
1438, 2
1439, 2
1440, 2
1441, 2
1442, 2
1443, 2
1444, 2
1445, 2
1446, 2
1447, 1
1448, 2
1449, 2
1450, 2
1451, 2
1452, 2
1453, 2
1454, 2
1455, 2
1456, 2
1457, 2
1458, 2
1459, 2
1460, 2
1461, 2
1462, 2
1463, 2
1464, 2
1465, 2
1466, 2
1467, 2
1468, 2
1469, 2
1470, 2
1471, 2
1472, 2
1473, 2
1474, 2
1475, 2
1476, 2
1477, 2
1478, 2
1479, 2
1480, 2
1481, 2
1482, 1
1483, 2
1484, 2
1485, 2
1486, 2
1487, 2
1488, 2
1489, 2
1490, 2
1491, 2
1492, 2
1493, 2
1494, 2
1495, 2
1496, 2
1497, 2
1498, 2
1499, 2
1500, 2
